NRP,Hamidu S. Imoru,,M,37,279,0.8%,,,
UGM,Tahidu Mahamudu,,M,36,220,0.6%,,,
,,Total Votes Cast,"37,264",Valid Votes,"36,427",Rejected Votes,837,Turn-Out:,64.7%
Constituency,,KPANDAI,,,,Registered Voters:,,"39,404",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Likpalimor K. Tawiah,,M,40,"13,368",54.2%,,,
IND,Nana J.K. Brukum,,M,52,"7,582",30.7%,,,
NPP,James K. Kpajal,,M,43,"1,617",6.6%,,,
IND,Nakola Kakuja,,M,47,892,3.6%,,,
NRP,Mbo K. Samuel,,M,38,431,1.7%,,,
CPP,Awali A. Mohammed,,M,34,396,1.6%,,,
UGM,Yussifi Issahaq,,M,30,214,0.9%,,,
PNC,Addae J. Bawa,,M,44,174,0.7%,,,
,,Total Votes Cast,"25,684",Valid Votes,"24,674",Rejected Votes,1010,Turn-Out:,65.2%
12 December 2007,,,,,,,Page 40 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,KUMBUNGU,,,,Registered Voters:,,"31,770",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Muhammad Mumuni,,M,51,"12,477",60.4%,,,
NPP,Alidu Binda Talhai,,M,35,"3,699",17.9%,,,
CPP,Iddrisu IDDI,,M,36,"3,555",17.2%,,,
UGM,Issahaku Huzeru,,M,43,456,2.2%,,,
PNC,Umar M. Hashim,,M,26,339,1.6%,,,
NRP,Dawuda Ibrahim,,M,25,127,0.6%,,,
,,Total Votes Cast,"21,265",Valid Votes,"20,653",Rejected Votes,612,Turn-Out:,66.9%
Constituency,,MION,,,,Registered Voters:,,"34,096",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Adams E. Mahama,,M,49,"6,125",31.8%,,,
CPP,Alabira Ibrahim,,M,48,"5,578",29.0%,,,
PNC,Iddisah K. Jacob,,M,46,"3,055",15.9%,,,
NPP,Prince A. Baako,,M,31,"2,964",15.4%,,,
IND,Emmanuel B. Lag,,M,41,969,5.0%,,,
NRP,Stephen O. Yacham,,M,50,559,2.9%,,,
,,Total Votes Cast,"20,706",Valid Votes,"19,250",Rejected Votes,1456,Turn-Out:,60.7%
Constituency,,NALERIGU,,,,Registered Voters:,,"43,268",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Tia Alfred Sugri,,M,44,"12,499",44.3%,,,
PNC,Issahaku A. Emmanuel,,M,54,"9,515",33.7%,,,
NPP,Alima Mahama,,F,43,"4,407",15.6%,,,
NRP,Joshua D. Wundowa,,M,46,911,3.2%,,,
CPP,Hamidu Napoleon Dawuni,,M,42,461,1.6%,,,
UGM,Majeed Inusah,,M,30,440,1.6%,,,
,,Total Votes Cast,"29,719",Valid Votes,"28,233",Rejected Votes,1486,Turn-Out:,68.7%
12 December 2007,,,,,,,Page 41 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,NANTON,,,,Registered Voters:,,"15,764",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alhaji A. Yakubu,,M,51,"5,659",50.5%,,,
NPP,Abdelkareem Iddrisu,,M,52,"4,642",41.4%,,,
NRP,Inusah A. Azindoo,,M,30,447,4.0%,,,
CPP,E. Abu Alhassan,,M,48,324,2.9%,,,
PNC,Mohammed A. Nashiru,,M,35,89,0.8%,,,
UGM,Yakubu Abdulai,,M,26,45,0.4%,,,
,,Total Votes Cast,"13,423",Valid Votes,"11,206",Rejected Votes,2217,Turn-Out:,85.1%
Constituency,,SABOBA,,,,Registered Voters:,,"21,741",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Nayon Bilijo,,M,48,"7,938",51.9%,,,
CPP,Yaw Waja Peter,,M,43,"3,222",21.0%,,,
NPP,Bintin B. Charles,,M,36,"3,022",19.7%,,,
NRP,Joshua B. Gewen,,M,47,817,5.3%,,,
PNC,Gabriel Y. Mabe,,M,46,309,2.0%,,,
,,Total Votes Cast,"15,710",Valid Votes,"15,308",Rejected Votes,402,Turn-Out:,72.3%
Constituency,,SALAGA,,,,Registered Voters:,,"41,346",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
IND,Boniface A.B. Saddique,,M,40,"9,620",40.1%,,,
NDC,Hamid B. Braimah,,M,57,"7,799",32.5%,,,
NPP,Bismark H. Dari,,M,46,"5,813",24.3%,,,
CPP,Dramani I. Sanda,,M,44,274,1.1%,,,
PNC,Kasim M. Kingsley,,M,47,180,0.8%,,,
NRP,Adamu B. Mahamah,,M,53,164,0.7%,,,
UGM,Seeba Ussif,,M,43,117,0.5%,,,
,,Total Votes Cast,"25,056",Valid Votes,"23,967",Rejected Votes,1089,Turn-Out:,60.6%
12 December 2007,,,,,,,Page 42 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,SAVELUGU,,,,Registered Voters:,,"33,417",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Mary Salifu Boforo,,F,49,"13,725",63.9%,,,
NPP,Alhassan A. Abubakari,,M,48,"6,029",28.1%,,,
CPP,Yakubu Abdulai,,M,,"1,097",5.1%,,,
PNC,Mahama Iddrisu,,M,29,308,1.4%,,,
NRP,Ahamed S. Yakubu,,M,38,225,1.0%,,,
UGM,Mohammed Yussif,,M,32,108,0.5%,,,
,,Total Votes Cast,"23,206",Valid Votes,"21,492",Rejected Votes,1714,Turn-Out:,69.4%
Constituency,,SAWLA/KALBA,,,,Registered Voters:,,"34,797",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Joseph T. Bayel,,M,46,"10,286",57.5%,,,
IND,Joseph V. Kiipo,,M,40,"4,023",22.5%,,,
NRP,Kontuna Tey O. Kwabena,,M,31,"1,635",9.1%,,,
CPP,Simindon A. Mantor,,M,50,922,5.2%,,,
PNC,Yaapuo Kwabena Edward,,M,,454,2.5%,,,
NPP,Joseph Jondo,,M,48,440,2.5%,,,
UGM,Baaku Jima Joseph,,M,46,131,0.7%,,,
,,Total Votes Cast,"19,877",Valid Votes,"17,891",Rejected Votes,1986,Turn-Out:,57.1%
Constituency,,TOLON,,,,Registered Voters:,,"37,096",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alhaji Abdullah Salifu,,M,57,"11,740",49.3%,,,
NPP,Alhassan A. Baako,,M,48,"8,701",36.5%,,,
CPP,Samson Hussein Salifu,,M,44,"2,751",11.5%,,,
PNC,Mahammadu N. Togmah,,M,28,420,1.8%,,,
UGM,Adam Alhassan,,M,28,208,0.9%,,,
,,Total Votes Cast,"24,690",Valid Votes,"23,820",Rejected Votes,870,Turn-Out:,66.6%
12 December 2007,,,,,,,Page 43 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,WEST MAMPRUSI,,,,Registered Voters:,,"54,295",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
PNC,Issifu Asumah,,M,36,"18,907",55.4%,,,
NDC,Susanna Adam,,F,44,"12,735",37.3%,,,
NPP,Amadu Abdul-Karim,,M,43,"1,509",4.4%,,,
CPP,Shani Danladi,,M,45,631,1.8%,,,
NRP,Iliasu Yussif,,M,35,339,1.0%,,,
,,Total Votes Cast,"35,773",Valid Votes,"34,121",Rejected Votes,1652,Turn-Out:,65.9%
Constituency,,WULENSI,,,,Registered Voters:,,"27,461",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Nyimakan Samuel,,M,38,"9,537",54.4%,,,
NPP,Alhaji Saani Iddi,,M,43,"6,884",39.3%,,,
NRP,Binyam S. Jangboja,,M,32,837,4.8%,,,
CPP,Ayi Abdu-Rahaman,,M,35,278,1.6%,,,
,,Total Votes Cast,"18,428",Valid Votes,"17,536",Rejected Votes,892,Turn-Out:,67.1%
Constituency,,YAPEI/KUSAWGU,,,,Registered Voters:,,"32,265",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alhaji A. Seidu,,M,46,"10,333",58.1%,,,
NPP,Issah Ketekewu,,M,43,"5,238",29.5%,,,
CPP,Adam A. Rahim,,M,45,"1,529",8.6%,,,
PNC,Zakariah Buhaari,,M,33,370,2.1%,,,
NRP,Alidu Mahamah,,M,55,172,1.0%,,,
UGM,Fuseini Nyankpani,,M,31,144,0.8%,,,
,,Total Votes Cast,"18,744",Valid Votes,"17,786",Rejected Votes,958,Turn-Out:,58.1%
12 December 2007,,,,,,,Page 44 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,YENDI,,,,Registered Voters:,,"33,712",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Alhaji M.A. Yakubu,,M,55,"10,620",47.7%,,,
NDC,Issah a. Bukari,,M,45,"8,528",38.3%,,,
CPP,Issifu Sumani,,M,43,"2,490",11.2%,,,
NRP,Mohammed A.Y. Nambili,,M,45,409,1.8%,,,
PNC,Mohammed A.D. Nasser,,M,46,165,0.7%,,,
UGM,Abdulai Bawa,,M,32,52,0.2%,,,
,,Total Votes Cast,"23,057",Valid Votes,"22,264",Rejected Votes,793,Turn-Out:,68.4%
Constituency,,ZABZUGU/TATALE,,,,Registered Voters:,,"41,300",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Jagri Mohammed,,M,34,"8,237",35.8%,,,
IND,John J. Kokpah,,M,44,"4,170",18.1%,,,
NPP,John I. Bennam,,M,35,"3,952",17.2%,,,
IND,Nyibonaki J.N. Nikila,,M,44,"3,480",15.1%,,,
NRP,Jacob N. Nwula,,M,40,"1,347",5.9%,,,
CPP,Halidu R.A. Mohammed,,M,43,936,4.1%,,,
PNC,Gariba Hudu,,M,44,623,2.7%,,,
UGM,Baba I. Mohammed,,M,39,247,1.1%,,,
,,Total Votes Cast,"25,161",Valid Votes,"22,992",Rejected Votes,2169,Turn-Out:,60.9%
12 December 2007,,,,,,,Page 45 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,UPPER EAST,,,,,,,
Constituency,,BAWKU CENTRAL,,,,Registered Voters:,,"77,459",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Hawa Yakubu,,F,52,"22,335",48.6%,,,
NDC,Hajia F. Seidu,,F,52,"21,461",46.7%,,,
PNC,Abdul K. Yussif,,M,41,"1,239",2.7%,,,
UGM,Hadi Melayia,,M,28,505,1.1%,,,
CPP,Yakubu S. Kundiima,,M,33,451,1.0%,,,
NRP,Amadu I. Wabugu,,M,39,,,,,
,,Total Votes Cast,"47,585",Valid Votes,"45,991",Rejected Votes,1594,Turn-Out:,61.4%
Constituency,,BAWKU WEST,,,,Registered Voters:,,"39,993",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Cletus Avoka,,M,49,"12,996",51.0%,,,
PNC,John A. Ndebugre,,M,50,"8,867",34.8%,,,
IND,John A. Akparibo,,M,,"1,618",6.3%,,,
NPP,Appiah M. Abaare,,M,44,"1,376",5.4%,,,
CPP,Sulley A. Apam,,M,46,304,1.2%,,,
UGM,Masaudu Imoro,,M,30,243,1.0%,,,
NRP,Aweama A. Atia,,M,46,102,0.4%,,,
,,Total Votes Cast,"27,241",Valid Votes,"25,506",Rejected Votes,1735,Turn-Out:,68.1%
Constituency,,BINDURI,,,,Registered Voters:,,"29,088",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Achidago B. Akugri,,M,44,"12,174",64.0%,,,
PNC,Atubiga Mathias,,M,52,"3,562",18.7%,,,
NPP,James A. Anaba,,M,62,"2,937",15.4%,,,
NRP,Benjamin A. Asatanga,,M,48,349,1.8%,,,
,,Total Votes Cast,"19,927",Valid Votes,"19,022",Rejected Votes,905,Turn-Out:,68.5%
12 December 2007,,,,,,,Page 46 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,UPPER EAST,,,,,,,
Constituency,,BOLGATANGA,,,,Registered Voters:,,"68,823",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
PNC,David Apasera,,M,40,"20,459",50.9%,,,
NDC,Simon A. Abingya,,M,52,"12,884",32.0%,,,
NPP,G.A.,Agambila,M,48,"5,770",14.4%,,,
NRP,Martin R.M.A. Minstapm,,M,45,511,1.3%,,,
CPP,Emmanuel A. Ajusiyah,,M,51,305,0.8%,,,
UGM,Baba Mohammed,,M,36,274,0.7%,,,
,,Total Votes Cast,"41,735",Valid Votes,"40,203",Rejected Votes,1532,Turn-Out:,60.6%
Constituency,,BONGO,,,,Registered Voters:,,"42,209",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Albert Abongo,,M,41,"15,456",58.3%,,,
PNC,John A. Atanga,,M,58,"6,858",25.9%,,,
NPP,Apikiya C. Anompale,,M,52,"2,356",8.9%,,,
CPP,Adosinaba E. Akobire,,M,50,"1,255",4.7%,,,
NRP,Azubila Jonathan Kofi,,M,36,599,2.3%,,,
,,Total Votes Cast,"28,042",Valid Votes,"26,524",Rejected Votes,1518,Turn-Out:,66.4%
Constituency,,BUILSA NORTH,,,,Registered Voters:,,"24,211",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Anuka T. Basil,,M,40,"6,280",42.2%,,,
PNC,Agbaadem J.B. Stanny,,M,40,"5,858",39.3%,,,
NPP,Azagsuk Azantilow,,M,50,"2,162",14.5%,,,
CPP,Grace A. Abaayiak,,F,39,591,4.0%,,,
,,Total Votes Cast,"16,109",Valid Votes,"14,891",Rejected Votes,1218,Turn-Out:,66.5%
Constituency,,BUILSA SOUTH,,,,Registered Voters:,,"14,733",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Norbert G. Awulley,,M,46,"4,690",52.4%,,,
PNC,Achianah J. Amoabil,,M,61,"3,467",38.7%,,,
NPP,Kanbonaba H. Abeka,,M,50,445,5.0%,,,
NRP,Adama Bawah,,F,44,211,2.4%,,,
CPP,Atukpok Angabe,,M,52,145,1.6%,,,
,,Total Votes Cast,"9,590",Valid Votes,"8,958",Rejected Votes,632,Turn-Out:,65.1%
12 December 2007,,,,,,,Page 47 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,UPPER EAST,,,,,,,
Constituency,,CHIANA/PAGA,,,,Registered Voters:,,"41,416",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Pele Abuga,,M,42,"15,391",65.1%,,,
NPP,Catherine K. Tedam,,F,55,"4,687",19.8%,,,
PNC,Akanson D. Margaret,,F,50,"2,304",9.7%,,,
NRP,Joseph B.A. Achie,,M,52,644,2.7%,,,
CPP,Ayerevere J. Desmond,,M,36,388,1.6%,,,
UGM,Tedam Veronica,,F,37,232,1.0%,,,
,,Total Votes Cast,"25,693",Valid Votes,"23,646",Rejected Votes,2047,Turn-Out:,62.0%
Constituency,,GARU/TEMPANE,,,,Registered Voters:,,"50,950",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
IND,Joseph Akudibillah,,M,52,"14,282",45.4%,,,
NDC,Azumah Dominic,,M,50,"12,224",38.9%,,,
PNC,William Pullam,,M,52,"2,908",9.2%,,,
NPP,Emmauel S.N. Asigri,,M,29,"1,360",4.3%,,,
CPP,Tindogo D. Ashock,,M,45,293,0.9%,,,
UGM,Halid M. Yussif,,M,27,246,0.8%,,,
NRP,Hamidu Sahanona,,M,54,138,0.4%,,,
,,Total Votes Cast,"32,475",Valid Votes,"31,451",Rejected Votes,1024,Turn-Out:,63.7%
Constituency,,NABDAM,,,,Registered Voters:,,"16,117",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Moses Asaga,,M,43,"5,299",54.1%,,,
PNC,Nicholas N. Nayembil,,M,56,"3,155",32.2%,,,
NPP,Boniface G. Adagbila,,M,41,"1,133",11.6%,,,
CPP,Tampugre William,,M,43,214,2.2%,,,
,,Total Votes Cast,"10,245",Valid Votes,"9,801",Rejected Votes,444,Turn-Out:,63.6%
12 December 2007,,,,,,,Page 48 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,UPPER EAST,,,,,,,
Constituency,,NAVRONGO CENTRAL,,,,Registered Voters:,,"42,923",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,John S. Achuliwor,,M,47,"11,246",41.5%,,,
NDC,Clement T. Bugase,,M,46,"11,103",40.9%,,,
PNC,Pwoawuvi J. Weguri,,M,45,"3,284",12.1%,,,
NRP,Kaguah A. Castor,,M,49,604,2.2%,,,
GCPP,Frank Awepuga,,M,54,353,1.3%,,,
CPP,Jennifer Anemana,,F,42,310,1.1%,,,
UGM,Margaret A. Punguse,,F,47,214,0.8%,,,
,,Total Votes Cast,"28,524",Valid Votes,"27,114",Rejected Votes,1410,Turn-Out:,66.5%
Constituency,,TALENSI,,,,Registered Voters:,,"32,972",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Akologu John Tia,,M,46,"9,655",45.3%,,,
NPP,Hajia M.A. Abagna-Khaldi,,F,57,"7,607",35.7%,,,
PNC,Samuel Kuug Narook,,M,42,"3,341",15.7%,,,
CPP,John T.Z. Yaroh,,M,35,459,2.2%,,,
UGM,Oscar Kurug Tindaan,,M,27,249,1.2%,,,
,,Total Votes Cast,"22,082",Valid Votes,"21,311",Rejected Votes,771,Turn-Out:,67.0%
12 December 2007,,,,,,,Page 49 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,UPPER WEST,,,,,,,
Constituency,,JIRAPA,,,,Registered Voters:,,"34,137",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Edward Kojo Salia,,M,48,"16,446",87.9%,,,
NRP,Safiatu Badiu,,F,61,"1,380",7.4%,,,
NPP,Timothy Taafaale Dombo,,M,46,891,4.8%,,,
,,Total Votes Cast,"20,281",Valid Votes,"18,717",Rejected Votes,1564,Turn-Out:,59.4%
Constituency,,LAMBUSSIE,,,,Registered Voters:,,"19,264",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alice Teni Boon,,F,38,"7,076",60.8%,,,
PNC,Thomas Franklin Bitie Ketting,,M,47,"2,472",21.2%,,,
IND,David Mwinfor Deribaa,,M,44,"1,272",10.9%,,,
NRP,Kabiri Nmin,,M,51,441,3.8%,,,
NPP,Ampulling Nicholas,,M,34,375,3.2%,,,
UGM,Bamie Mubashir Ahmed,,M,27,,,,,
,,Total Votes Cast,"12,622",Valid Votes,"11,636",Rejected Votes,986,Turn-Out:,65.5%
Constituency,,LAWRA,,,,Registered Voters:,,"55,278",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Benjamin Kunbour,,M,42,"22,347",74.4%,,,
PNC,Tenku Charles,,M,59,"3,570",11.9%,,,
NPP,Stephen Yir-Eru Engmen,,M,28,"3,487",11.6%,,,
NRP,David Nandoh,,M,39,641,2.1%,,,
,,Total Votes Cast,"31,129",Valid Votes,"30,045",Rejected Votes,1084,Turn-Out:,56.3%
Constituency,,NADAWLI NORTH,,,,Registered Voters:,,"24,945",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alban Sumana Bagbin,,M,43,"9,004",58.6%,,,
IND,Dr. Anleu-Mwine D.B.,,M,43,"3,411",22.2%,,,
PNC,Clement Kanfuri Senchi,,M,,"2,089",13.6%,,,
NPP,Ningkpeng Pauline,,F,53,718,4.7%,,,
UGM,John Bayon Boniface Wetol,,M,28,145,0.9%,,,
NRP,Domayele Marcel Aston,,M,31,,,,,
,,Total Votes Cast,"16,133",Valid Votes,"15,367",Rejected Votes,766,Turn-Out:,64.7%
12 December 2007,,,,,,,Page 50 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,UPPER WEST,,,,,,,
Constituency,,NADAWLI SOUTH,,,,Registered Voters:,,"18,739",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Emmanuel Samba Zumakpeh,,M,45,"7,075",65.5%,,,
PNC,Richard Dunee,,M,42,"2,603",24.1%,,,
NPP,Ye -Anyi Albert Dakura,,M,54,"1,129",10.4%,,,
,,Total Votes Cast,"11,431",Valid Votes,"10,807",Rejected Votes,624,Turn-Out:,61.0%
Constituency,,SISSALA,,,,Registered Voters:,,"42,906",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
PNC,Moses Dani Baah,,M,49,"16,009",55.4%,,,
NDC,Amidu Sulemana,,M,43,"12,046",41.7%,,,
NPP,Lamini M. Dawudu,,M,,632,2.2%,,,
UGM,Issah Musah,,M,33,219,0.8%,,,
,,Total Votes Cast,"30,252",Valid Votes,"28,906",Rejected Votes,1346,Turn-Out:,70.5%
Constituency,,WA CENTRAL,,,,Registered Voters:,,"65,983",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Seidu Mumuni Abudu,,M,61,"20,648",53.1%,,,
NPP,Clement Eledi,,M,41,"13,005",33.4%,,,
PNC,Michael Kanuo-Ire Kabumah,,M,40,"3,279",8.4%,,,
CPP,Abu Mumuni,,M,47,892,2.3%,,,
NRP,Mohammed Abdulai Sidick,,M,47,757,1.9%,,,
UGM,Votere Augustine Rogatus,,M,33,333,0.9%,,,
,,Total Votes Cast,"40,849",Valid Votes,"38,914",Rejected Votes,1935,Turn-Out:,61.9%
Constituency,,WA EAST,,,,Registered Voters:,,"42,012",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alhaji Issaku Saliah,,M,48,"14,278",55.4%,,,
NPP,Bayon Godfrey Tangu,,M,46,"6,027",23.4%,,,
PNC,Albert Solomon B. Sulley,,M,50,"4,485",17.4%,,,
CPP,Abu Olivia Habiba,,F,53,"1,005",3.9%,,,
,,Total Votes Cast,"27,188",Valid Votes,"25,795",Rejected Votes,1393,Turn-Out:,64.7%
12 December 2007,,,,,,,Page 51 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,VOLTA,,,,,,,
Constituency,,AKAN,,,,Registered Voters:,,"38,254",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
IND,Bawa Rashid,,M,41,"12,306",54.9%,,,
NDC,John K. Gyapong,,M,50,"9,386",41.9%,,,
NPP,Kofi Asiedu-Mensah,,M,50,536,2.4%,,,
CPP,Gibson-Godfried Akromah,,M,42,196,0.9%,,,
NRP,Peter K.E. Ansah,,M,51,,,,,
,,Total Votes Cast,"22,533",Valid Votes,"22,424",Rejected Votes,109,Turn-Out:,58.9%
Constituency,,ANLO,,,,Registered Voters:,,"45,429",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
IND,James Victor Gbeho,,M,65,"19,083",68.2%,,,
NDC,Clend M. Kwasi Sowu,,M,66,"4,223",15.1%,,,
IND,Esther Ilan A. Nyamalor,,F,47,"3,800",13.6%,,,
NPP,Godwin Kwaku Defeamekpor,,M,51,327,1.2%,,,
CPP,Clemence Kwami Abotsi,,M,49,249,0.9%,,,
NRP,Cornelius Kofi Binewoatsor,,M,44,162,0.6%,,,
UGM,Prince Richard Abotsi,,M,41,118,0.4%,,,
IND,Goyimwole Enukomeko Kpodo,,M,50,,,,,
,,Total Votes Cast,"28,156",Valid Votes,"27,962",Rejected Votes,194,Turn-Out:,62.0%
Constituency,,AVENOR,,,,Registered Voters:,,"53,243",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Edward K.D. Adjaho,,M,43,"23,981",78.3%,,,
UGM,Abledu A. Kofi,,M,45,"5,665",18.5%,,,
CPP,Vincent K. Norgbedzi,,M,43,616,2.0%,,,
NPP,Nicholas C. Megble,,M,54,364,1.2%,,,
,,Total Votes Cast,"31,431",Valid Votes,"30,626",Rejected Votes,805,Turn-Out:,59.0%
12 December 2007,,,,,,,Page 52 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,VOLTA,,,,,,,
Constituency,,BIAKOYE,,,,Registered Voters:,,"34,684",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Kwabena Adjei,,M,57,"15,036",69.0%,,,
NPP,Edward C. Boateng,,M,46,"4,108",18.9%,,,
NRP,William K. Semanhyia,,M,55,"1,674",7.7%,,,
CPP,Christiana O. Nyarko,,F,50,751,3.4%,,,
UGM,Atsu N. Missiahyia,,M,51,210,1.0%,,,
,,Total Votes Cast,"22,042",Valid Votes,"21,779",Rejected Votes,263,Turn-Out:,63.6%
Constituency,,BUEM,,,,Registered Voters:,,"33,311",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Emil K. Brantuo,,M,62,"9,610",48.8%,,,
IND,Adjei Richard Kwadwo,,M,44,"4,578",23.3%,,,
NRP,Ernest A. Yeboah,,M,,"2,356",12.0%,,,
CPP,Sosthenes S. Sakyi,,M,66,"1,500",7.6%,,,
NPP,Sam Baidu Kelele,,M,56,"1,386",7.0%,,,
UGM,Nyame Manasseh Ebun,,M,38,144,0.7%,,,
PNC,Donkor S. Kwamena,,M,42,110,0.6%,,,
,,Total Votes Cast,"20,219",Valid Votes,"19,684",Rejected Votes,535,Turn-Out:,60.7%
Constituency,,HO CENTRAL,,,,Registered Voters:,,"74,601",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Kofi Attor,,M,46,"37,131",83.3%,,,
NPP,John N.K. Akorli,,M,46,"3,812",8.6%,,,
CPP,Eli Kotoku Eliikem,,M,45,"2,228",5.0%,,,
NRP,Cousin Doamekpor,,M,42,"1,043",2.3%,,,
UGM,Mathias Sinbad Adom,,M,51,238,0.5%,,,
PNC,Alfa Anas Hamidu,,M,40,110,0.2%,,,
IND,Stephen B. Ashun,,M,59,,,,,
,,Total Votes Cast,"44,682",Valid Votes,"44,562",Rejected Votes,120,Turn-Out:,59.9%
12 December 2007,,,,,,,Page 53 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,VOLTA,,,,,,,
Constituency,,HO EAST,,,,Registered Voters:,,"34,657",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Steve Senu Akorli,,M,52,"20,985",85.6%,,,
PNC,Kathryn S.S. Akatey,,F,27,"1,360",5.5%,,,
NRP,Bright K. Kudiabor,,M,35,869,3.5%,,,
NPP,Francis Gymedzo,,M,52,866,3.5%,,,
CPP,Sek Evans Donyo,,M,47,240,1.0%,,,
UGM,Gati Raymond Yao,,M,39,190,0.8%,,,
,,Total Votes Cast,"24,644",Valid Votes,"24,510",Rejected Votes,134,Turn-Out:,71.1%
